event_id,system,forecast,prior,oracle_posterior,outcome,oracle_squared_error,oracle_absolute_error,brier,log_loss,scheduled_calls,inference_attempts,prompt_tokens,output_tokens,path_total_movement,ensemble_standard_deviation,market_total_realized_profit
11,ensemble_log_pool,0.8205634176612471,0.6,0.6614321608040201,0,0.025322756908960742,0.15913125685722695,0.6733243224039062,1.717933435213532,5,5,1273,209,,0.10326664514740469,
11,market,0.58,0.6,0.6614321608040201,0,0.006631196813211797,0.08143216080402016,0.3364,0.867500567704723,5,5,2155,226,0.52,,0.04879016416943205
12,prior,0.7,0.7,0.8724109362054682,1,0.029725530923246028,0.1724109362054682,0.09000000000000002,0.35667494393873245,0,0,0,0,,,
12,oracle_bayes,0.8724109362054682,0.7,0.8724109362054682,1,0.0,0.0,0.016278969199965115,0.13649470896355592,0,0,0,0,,,
12,central,0.67,0.7,0.8724109362054682,1,0.04097018709557409,0.20241093620546813,0.10889999999999997,0.40047756659712525,5,5,1813,286,0.53,,
12,ensemble_mean,0.7085,0.7,0.8724109362054682,1,0.02686679500775305,0.16391093620546815,0.08497224999999999,0.3446052198514019,5,5,1273,210,,0.09959417653658269,
12,ensemble_log_pool,0.7827617151220971,0.7,0.8724109362054682,1,0.008036982840855137,0.08964922108337103,0.04719247241669288,0.2449269522672475,5,5,1273,210,,0.09959417653658269,
12,market,0.86,0.7,0.8724109362054682,1,0.00015403133749620094,0.012410936205468182,0.019600000000000003,0.15082288973458366,5,5,2154,205,0.38,,0.2058520542041488
13,prior,0.5,0.5,0.9597315436241611,0,0.21135309220305398,0.45973154362416113,0.25,0.6931471805599453,0,0,0,0,,,
13,oracle_bayes,0.9597315436241611,0.5,0.9597315436241611,0,0.0,0.0,0.9210846358272151,3.2121868367174056,0,0,0,0,,,
13,central,0.98,0.5,0.9597315436241611,0,0.00041081032385928255,0.02026845637583885,0.9603999999999999,3.912023005428145,5,5,1790,259,0.48,,
13,ensemble_mean,0.70626,0.5,0.9597315436241611,0,0.06424782342721502,0.25347154362416113,0.4988031876,1.2250602566564206,5,5,1273,217,,0.041915037874252235,
13,ensemble_log_pool,0.988188676845617,0.5,0.9597315436241611,0,0.0008098084311836845,0.02845713322145582,0.9765168610458912,4.438696618267565,5,5,1273,217,,0.041915037874252235,
13,market,0.92,0.5,0.9597315436241611,0,0.001578595558758616,0.03973154362416109,0.8464,2.525728644308256,5,5,2152,198,0.42000000000000004,,-1.8325814637483107
14,prior,0.4,0.4,0.5781710914454277,1,0.03174493782685494,0.17817109144542764,0.36,0.916290731874155,0,0,0,0,,,
14,oracle_bayes,0.5781710914454277,0.4,0.5781710914454277,1,0.0,0.0,0.17793962809234176,0.5478854481499331,0,0,0,0,,,
14,central,0.52,0.4,0.5781710914454277,1,0.0033838758799523056,0.05817109144542765,0.2304,0.6539264674066639,5,5,1836,306,0.45999999999999985,,
14,ensemble_mean,0.514,0.4,0.5781710914454277,1,0.004117928977297438,0.06417109144542765,0.236196,0.6655320135269719,5,5,1273,211,,0.1400856880626997,
14,ensemble_log_pool,0.871142343520183,0.4,0.5781710914454277,1,0.08583215454224986,0.2929712520747554,0.01660429563347051,0.137949890085803,5,5,1273,211,,0.1400856880626997,
14,market,0.52,0.4,0.5781710914454277,1,0.0033838758799523056,0.05817109144542765,0.2304,0.6539264674066639,5,5,2155,259,0.64,,0.26236426446749106
15,prior,0.7,0.7,0.9611137782045127,1,0.06818040516823548,0.26111377820451276,0.09000000000000002,0.35667494393873245,0,0,0,0,,,
15,oracle_bayes,0.9611137782045127,0.7,0.9611137782045127,1,0.0,0.0,0.0015121382455278304,0.03966248138580611,0,0,0,0,,,
15,central,0.82,0.7,0.9611137782045127,1,0.01991309839915242,0.14111377820451276,0.03240000000000002,0.19845093872383832,5,5,1794,275,0.47999999999999987,,
15,ensemble_mean,0.7605000000000001,0.7,0.9611137782045127,1,0.040245888005489394,0.20061377820451265,0.05736024999999997,0.27377916728278945,5,5,1273,230,,0.04348562981031778,
15,ensemble_log_pool,0.920988275081757,0.7,0.9611137782045127,1,0.001610056000854282,0.04012550312275576,0.006242852674556108,0.08230797344656585,5,5,1273,230,,0.04348562981031778,
15,market,0.86,0.7,0.9611137782045127,1,0.010223996142791392,0.10111377820451273,0.019600000000000003,0.15082288973458366,5,5,2151,221,0.31999999999999995,,0.2058520542041488
16,prior,0.6,0.6,0.9120135363790185,1,0.09735244688374112,0.3120135363790185,0.16000000000000003,0.5108256237659907,0,0,0,0,,,
16,oracle_bayes,0.9120135363790185,0.6,0.9120135363790185,1,0.0,0.0,0.007741617780526302,0.09210044649710117,0,0,0,0,,,
16,central,0.82,0.6,0.9120135363790185,1,0.00846649087697297,0.09201353637901855,0.03240000000000002,0.19845093872383832,5,5,1802,242,0.40000000000000013,,
16,ensemble_mean,0.7225,0.6,0.9120135363790185,1,0.03591538047088155,0.18951353637901847,0.07700624999999998,0.32503785899554977,5,5,1273,217,,0.0861684396980704,
16,ensemble_log_pool,0.9655949481893932,0.6,0.9120135363790185,1,0.002870967691592959,0.05358141181037468,0.0011837075900905398,0.03501084099647672,5,5,1273,217,,0.0861684396980704,
16,market,0.84,0.6,0.9120135363790185,1,0.005185949421812225,0.07201353637901853,0.02560000000000001,0.1743533871447778,5,5,2155,210,0.41999999999999993,,0.33647223662121295
17,prior,0.5,0.5,0.8222498446239899,1,0.10384496236018562,0.32224984462398987,0.25,0.6931471805599453,0,0,0,0,,,
17,oracle_bayes,0.8222498446239899,0.5,0.8222498446239899,1,0.0,0.0,0.03159511773619574,0.19571098287742775,0,0,0,0,,,
17,central,0.68,0.5,0.8222498446239899,1,0.020235018295549245,0.14224984462398982,0.10239999999999996,0.3856624808119846,5,5,1792,266,0.42000000000000004,,
17,ensemble_mean,0.6392599999999999,0.5,0.8222498446239899,1,0.033485283235511976,0.18298984462398993,0.13013334760000003,0.4474440216011671,5,5,1273,213,,0.10946099944729172,
17,ensemble_log_pool,0.9525729191851069,0.5,0.8222498446239899,1,0.016984103763062468,0.13032307456111702,0.002249327994622402,0.04858861933659413,5,5,1273,213,,0.10946099944729172,
17,market,0.72,0.5,0.8222498446239899,1,0.010455030725630076,0.1022498446239899,0.07840000000000001,0.3285040669720361,5,5,2152,225,0.4600000000000002,,0.3646431135879092
18,prior,0.3,0.3,0.17249698431845603,0,0.016257019007888045,0.12750301568154396,0.09,0.35667494393873245,0,0,0,0,,,
18,oracle_bayes,0.17249698431845603,0.3,0.17249698431845603,0,0.0,0.0,0.029755209598961666,0.18934252740940985,0,0,0,0,,,
18,central,0.624,0.3,0.17249698431845603,0,0.20385497316952852,0.45150301568154394,0.389376,0.9781661355922425,5,5,1829,312,0.56,,
18,ensemble_mean,0.5192,0.3,0.17249698431845603,0,0.1202029810826769,0.34670301568154394,0.26956863999999997,0.7323038957611392,5,5,1273,212,,0.057849459807330965,
18,ensemble_log_pool,0.9776116818772449,0.3,0.17249698431845603,0,0.64820967622518,0.8051146975587888,0.9557246005428555,3.799215968533025,5,5,1273,212,,0.057849459807330965,
18,market,0.58,0.3,0.17249698431845603,0,0.16605870778955262,0.4075030156815439,0.3364,0.867500567704723,5,5,2156,217,0.6599999999999999,,-0.5108256237659905
19,prior,0.3,0.3,0.12758906379453194,0,0.029725530923245973,0.17241093620546805,0.09,0.35667494393873245,0,0,0,0,,,
19,oracle_bayes,0.12758906379453194,0.3,0.12758906379453194,0,0.0,0.0,0.016278969199965142,0.13649470896355606,0,0,0,0,,,
19,central,0.48,0.3,0.12758906379453194,0,0.12419346795721446,0.35241093620546804,0.2304,0.6539264674066639,5,5,1799,284,0.56,,
19,ensemble_mean,0.5035,0.3,0.12758906379453194,0,0.14130903195887143,0.375910936205468,0.25351224999999994,0.7001717954969097,5,5,1273,213,,0.10064293318460071,
19,ensemble_log_pool,0.9701740507393095,0.3,0.12758906379453194,0,0.7099494602247309,0.8425849869447776,0.9412376887279204,3.512376483820138,5,5,1273,213,,0.10064293318460071,
19,market,0.44,0.3,0.12758906379453194,0,0.09760059306077704,0.31241093620546806,0.1936,0.579818495252942,5,5,2152,190,0.6799999999999998,,-0.2231435513142096
20,prior,0.7,0.7,0.8194842406876791,1,0.014276483772711243,0.11948424068767916,0.09000000000000002,0.35667494393873245,0,0,0,0,,,
20,oracle_bayes,0.8194842406876791,0.7,0.8194842406876791,1,0.0,0.0,0.03258593936010377,0.19908011138257453,0,0,0,0,,,
20,central,0.68,0.7,0.8194842406876791,1,0.01945585340021838,0.13948424068767906,0.10239999999999996,0.3856624808119846,5,5,1784,250,0.4,,
20,ensemble_mean,0.7365,0.7,0.8194842406876791,1,0.00688638420251065,0.08298424068767907,0.06943224999999997,0.305846043079452,5,5,1273,221,,0.0768049477572897,
20,ensemble_log_pool,0.8733576345774416,0.7,0.8194842406876791,1,0.0029023425692015032,0.05387339388976253,0.016038288719820805,0.13541014543020363,5,5,1273,221,,0.0768049477572897,
20,market,0.82,0.7,0.8194842406876791,1,2.660076682456662e-07,0.0005157593123208404,0.03240000000000002,0.19845093872383832,5,5,2153,225,0.3999999999999998,,0.15822400521489413
21,prior,0.7,0.7,0.46840148698884754,1,0.05363787122897694,0.23159851301115242,0.09000000000000002,0.35667494393873245,0,0,0,0,,,
21,oracle_bayes,0.46840148698884754,0.7,0.46840148698884754,1,0.0,0.0,0.28259697903566844,0.7584294726503612,0,0,0,0,,,
21,central,0.42,0.7,0.46840148698884754,1,0.002342703942731579,0.04840148698884755,0.3364000000000001,0.8675005677047231,5,5,1853,296,0.44660000000000005,,
21,ensemble_mean,0.6765,0.7,0.46840148698884754,1,0.043304991117452785,0.20809851301115245,0.10465225,0.3908228313712943,5,5,1273,220,,0.06984983894040128,
21,ensemble_log_pool,0.604798384755594,0.7,0.46840148698884754,1,0.018604113720392286,0.13639689776674646,0.1561843166917875,0.5028601248287234,5,5,1273,220,,0.06984983894040128,
21,market,0.62,0.7,0.46840148698884754,1,0.02298210914719256,0.15159851301115246,0.1444,0.4780358009429998,5,5,2154,220,0.31999999999999995,,-0.12136085700426735
22,prior,0.7,0.7,0.9611137782045127,1,0.06818040516823548,0.26111377820451276,0.09000000000000002,0.35667494393873245,0,0,0,0,,,
22,oracle_bayes,0.9611137782045127,0.7,0.9611137782045127,1,0.0,0.0,0.0015121382455278304,0.03966248138580611,0,0,0,0,,,
22,central,0.823,0.7,0.9611137782045127,1,0.019075415729925344,0.13811377820451276,0.03132900000000002,0.1947990783050673,5,5,1812,283,0.24299999999999988,,
22,ensemble_mean,0.7745,0.7,0.9611137782045127,1,0.03482470221576308,0.18661377820451275,0.050850250000000013,0.2555376191252138,5,5,1273,219,,0.059841457201508706,
22,ensemble_log_pool,0.9485882809348742,0.7,0.9611137782045127,1,0.0001568880818517209,0.012525497269638475,0.0026431648572314156,0.05278041967898399,5,5,1273,219,,0.059841457201508706,
22,market,0.89,0.7,0.9611137782045127,1,0.005057169450520625,0.0711137782045127,0.012099999999999998,0.11653381625595151,5,5,2153,222,0.3700000000000002,,0.24014112768278095
23,prior,0.5,0.5,0.18595825426944965,0,0.09862221806149163,0.3140417457305503,0.25,0.6931471805599453,0,0,0,0,,,
23,oracle_bayes,0.18595825426944965,0.5,0.18595825426944965,0,0.0,0.0,0.03458047233094129,0.2057436296133453,0,0,0,0,,,
23,central,0.68,0.5,0.18595825426944965,0,0.24407724652448978,0.4940417457305504,0.4624000000000001,1.139434283188365,5,5,1795,257,0.54,,
23,ensemble_mean,0.55572,0.5,0.18595825426944965,0,0.13672374860570416,0.3697617457305503,0.3088247184,0.8113002846832178,5,5,1273,217,,0.1159951447259755,
23,ensemble_log_pool,0.7734306031325748,0.5,0.18595825426944965,0,0.34512376067875744,0.5874723488631252,0.5981948978620185,1.484703993050595,5,5,1273,217,,0.1159951447259755,
23,market,0.44,0.5,0.18595825426944965,0,0.06453720857382561,0.2540417457305504,0.1936,0.579818495252942,5,5,2156,230,0.44,,0.11332868530700324
24,prior,0.4,0.4,0.17835365853658539,0,0.0491271006841166,0.22164634146341464,0.16000000000000003,0.5108256237659907,0,0,0,0,,,
24,oracle_bayes,0.17835365853658539,0.4,0.17835365853658539,0,0.0,0.0,0.031810027513384895,0.19644521803509188,0,0,0,0,,,
24,central,0.58,0.4,0.17835365853658539,0,0.16131978361094584,0.4016463414634146,0.3364,0.867500567704723,5,5,1821,303,0.38,,
24,ensemble_mean,0.49924,0.4,0.17835365853658539,0,0.10296804413777515,0.32088634146341466,0.2492405776,0.6916283345906755,5,5,1273,219,,0.11914800208144491,
24,ensemble_log_pool,0.8316066722490022,0.4,0.17835365853658539,0,0.42673949992435506,0.6532530137124168,0.6915696573290594,1.7814527993899898,5,5,1273,219,,0.11914800208144491,
24,market,0.52,0.4,0.17835365853658539,0,0.11672222263533613,0.34164634146341466,0.27040000000000003,0.7339691750802004,5,5,2152,230,0.66,,-0.2231435513142097
25,prior,0.6,0.6,0.7988826815642457,0,0.03955432102618516,0.1988826815642457,0.36,0.916290731874155,0,0,0,0,,,
25,oracle_bayes,0.7988826815642457,0.6,0.7988826815642457,0,0.0,0.0,0.63821353890328,1.6038668673846443,0,0,0,0,,,
25,central,0.73,0.6,0.7988826815642457,0,0.004744823819481276,0.0688826815642457,0.5328999999999999,1.3093333199837622,5,5,1804,275,0.4099999999999998,,
25,ensemble_mean,0.714,0.6,0.7988826815642457,0,0.00720506962953714,0.08488268156424572,0.5097959999999999,1.2517634681622845,5,5,1273,225,,0.07914543574963749,
25,ensemble_log_pool,0.956018069450988,0.6,0.7988826815642457,0,0.02469153012631696,0.1571353878867423,0.9139705491167941,3.123976398752259,5,5,1273,225,,0.07914543574963749,
25,market,0.81,0.6,0.7988826815642457,0,0.00012359476920196385,0.011117318435754364,0.6561000000000001,1.660731206821651,5,5,2154,210,0.57,,-0.7444404749474961
26,prior,0.4,0.4,0.9140624999999999,1,0.26426025390624985,0.5140624999999999,0.36,0.916290731874155,0,0,0,0,,,
26,oracle_bayes,0.9140624999999999,0.4,0.9140624999999999,1,0.0,0.0,0.007385253906250019,0.08985632912186117,0,0,0,0,,,
26,central,0.82,0.4,0.9140624999999999,1,0.008847753906249988,0.09406249999999994,0.03240000000000002,0.19845093872383832,5,5,1795,269,0.5,,
26,ensemble_mean,0.58772,0.4,0.9140624999999999,1,0.10649942730624991,0.32634249999999987,0.1699747984,0.5315046349743915,5,5,1273,204,,0.12455036571604276,
26,ensemble_log_pool,0.9686608114237738,0.4,0.9140624999999999,1,0.0029809756103274013,0.054598311423773915,0.0009821447406162666,0.03184076817995248,5,5,1273,204,,0.12455036571604276,
26,market,0.82,0.4,0.9140624999999999,1,0.008847753906249988,0.09406249999999994,0.03240000000000002,0.19845093872383832,5,5,2156,193,0.52,,0.7178397931503167
27,prior,0.4,0.4,0.24486301369863023,1,0.0240674845186714,0.1551369863013698,0.36,0.916290731874155,0,0,0,0,,,
27,oracle_bayes,0.24486301369863023,0.4,0.24486301369863023,1,0.0,0.0,0.570231868080315,1.4070563525683195,0,0,0,0,,,
27,central,0.68,0.4,0.24486301369863023,1,0.1893441968474385,0.4351369863013698,0.10239999999999996,0.3856624808119846,5,5,1817,291,0.28,,
27,ensemble_mean,0.5571,0.4,0.24486301369863023,1,0.0974919356145618,0.3122369863013698,0.19616040999999995,0.5850105219553672,5,5,1273,220,,0.11364463911685409,
27,ensemble_log_pool,0.9420440589025515,0.4,0.24486301369863023,1,0.4860614097916322,0.6971810452039213,0.0033588911084909204,0.059703233840774375,5,5,1273,220,,0.11364463911685409,
27,market,0.68,0.4,0.24486301369863023,1,0.1893441968474385,0.4351369863013698,0.10239999999999996,0.3856624808119846,5,5,2157,195,0.6400000000000001,,0.5306282510621704
28,prior,0.3,0.3,0.3352872215709263,0,0.0012451880061956453,0.035287221570926286,0.09,0.35667494393873245,0,0,0,0,,,
28,oracle_bayes,0.3352872215709263,0.3,0.3352872215709263,0,0.0,0.0,0.1124175209487514,0.40840024376392725,0,0,0,0,,,
28,central,0.67,0.3,0.3352872215709263,0,0.11203264404371023,0.33471277842907377,0.4489000000000001,1.1086626245216114,5,5,1817,258,0.5500000000000003,,
28,ensemble_mean,0.52,0.3,0.3352872215709263,0,0.03411881051498809,0.18471277842907374,0.27040000000000003,0.7339691750802004,5,5,1273,198,,0.08899438184514798,
28,ensemble_log_pool,0.9784245503484796,0.3,0.3352872215709263,0,0.4136256236671268,0.6431373287775534,0.9573146007246246,3.8361992009079056,5,5,1273,198,,0.08899438184514798,
28,market,0.62,0.3,0.3352872215709263,0,0.08106136620080283,0.2847127784290737,0.3844,0.9675840262617056,5,5,2154,222,0.7,,-0.6109090823229731
29,prior,0.7,0.7,0.9738406658739597,1,0.07498871028629364,0.2738406658739597,0.09000000000000002,0.35667494393873245,0,0,0,0,,,
29,oracle_bayes,0.9738406658739597,0.7,0.9738406658739597,1,0.0,0.0,0.0006843107619178178,0.026507576119878522,0,0,0,0,,,
29,central,0.87,0.7,0.9738406658739597,1,0.010782883889147334,0.10384066587395968,0.016900000000000002,0.13926206733350766,5,5,1797,268,0.2899999999999999,,
29,ensemble_mean,0.772,0.7,0.9738406658739597,1,0.04073965440044342,0.20184066587395966,0.05198399999999999,0.25877072895736086,5,5,1273,220,,0.05810335618533581,
29,ensemble_log_pool,0.9444040905098061,0.7,0.9738406658739597,1,0.0008665119691694923,0.02943657536415356,0.00309090515204183,0.057201142448302,5,5,1273,220,,0.05810335618533581,
